alert_id,timestamp,user,ip,country,severity,reason,event_type,mitre_id,mitre_technique,attempt_count,risk_score,ml_label,priority_score,recommended_action
SOC-095F758F,2026-05-26 02:03:09,admin,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,4,44.09,NORMAL,66.45,Block IP immediately + Reset user password + Enable MFA
SOC-A4A8862A,2026-05-26 03:58:19,john.doe,17.109.200.232,US,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,77.38,ANOMALY,66.43,Verify with user + Flag for manager review
SOC-907E88D4,2026-05-26 01:06:50,deekshitha,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,11,43.96,NORMAL,66.38,Block IP immediately + Reset user password + Enable MFA
SOC-20C1AABC,2026-05-26 01:58:21,deekshitha,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,11,43.96,NORMAL,66.38,Block IP immediately + Reset user password + Enable MFA
SOC-4D389294,2026-05-26 02:02:35,john.doe,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,10,43.88,NORMAL,66.33,Block IP immediately + Reset user password + Enable MFA
SOC-DE3A42F0,2026-05-26 02:42:51,john.doe,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,10,43.88,NORMAL,66.33,Block IP immediately + Reset user password + Enable MFA
SOC-280C4826,2026-05-26 04:55:12,hr.user,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,11,43.81,NORMAL,66.29,Block IP immediately + Reset user password + Enable MFA
SOC-9CFAF978,2026-05-26 04:18:10,hr.user,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,11,43.81,NORMAL,66.29,Block IP immediately + Reset user password + Enable MFA
SOC-823CAD88,2026-05-26 03:24:21,john.doe,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,10,43.75,NORMAL,66.25,Block IP immediately + Reset user password + Enable MFA
SOC-1ADA493D,2026-05-26 04:23:14,john.doe,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,5,43.68,NORMAL,66.21,Block IP immediately + Reset user password + Enable MFA
SOC-4A247A28,2026-05-26 02:08:13,root,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,10,43.55,NORMAL,66.13,Block IP immediately + Reset user password + Enable MFA
SOC-14D173CB,2026-05-26 02:40:55,root,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,10,43.55,NORMAL,66.13,Block IP immediately + Reset user password + Enable MFA
SOC-096FDD84,2026-05-26 03:09:58,dev.ops,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,11,43.51,NORMAL,66.11,Block IP immediately + Reset user password + Enable MFA
SOC-4DF36FE7,2026-05-26 00:23:51,admin,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,6,43.38,NORMAL,66.03,Block IP immediately + Reset user password + Enable MFA
SOC-92E98714,2026-05-26 04:21:50,john.doe,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,7,43.36,NORMAL,66.02,Block IP immediately + Reset user password + Enable MFA
SOC-1D403B98,2026-05-26 04:09:32,dev.ops,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,7,43.26,NORMAL,65.96,Block IP immediately + Reset user password + Enable MFA
SOC-5731CA7A,2026-05-26 00:15:21,dev.ops,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,2,43.19,NORMAL,65.91,Block IP immediately + Reset user password + Enable MFA
SOC-A0ACDEEB,2026-05-26 00:54:57,jane.smith,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,10,42.9,NORMAL,65.74,Block IP immediately + Reset user password + Enable MFA
SOC-78E24A3E,2026-05-26 00:31:17,deekshitha,7.51.60.242,DE,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,76.15,ANOMALY,65.69,Verify with user + Flag for manager review
SOC-00CF45FB,2026-05-26 00:47:16,guest,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,3,42.78,NORMAL,65.67,Block IP immediately + Reset user password + Enable MFA
SOC-47F7FE0B,2026-05-26 03:20:45,admin,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,3,42.66,NORMAL,65.6,Block IP immediately + Reset user password + Enable MFA
SOC-BD3B4414,2026-05-26 03:49:41,admin,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,3,42.66,NORMAL,65.6,Block IP immediately + Reset user password + Enable MFA
SOC-EA0CA01C,2026-05-26 02:53:13,guest,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,12,42.57,NORMAL,65.54,Block IP immediately + Reset user password + Enable MFA
SOC-61909CB7,2026-05-26 02:04:07,guest,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,12,42.57,NORMAL,65.54,Block IP immediately + Reset user password + Enable MFA
SOC-C56240DA,2026-05-26 00:13:20,hr.user,136.74.30.88,DE,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,75.86,ANOMALY,65.52,Verify with user + Flag for manager review
SOC-411950D8,2026-05-26 01:10:40,root,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,8,42.44,NORMAL,65.46,Block IP immediately + Reset user password + Enable MFA
SOC-CF7E450A,2026-05-26 00:49:11,admin,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,6,42.39,NORMAL,65.43,Block IP immediately + Reset user password + Enable MFA
SOC-AD354079,2026-05-26 00:22:17,admin,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,6,42.39,NORMAL,65.43,Block IP immediately + Reset user password + Enable MFA
SOC-E0F6A584,2026-05-26 02:30:17,guest,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,7,42.31,NORMAL,65.39,Block IP immediately + Reset user password + Enable MFA
SOC-C7EE7AEB,2026-05-26 03:49:31,admin,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,4,42.28,NORMAL,65.37,Block IP immediately + Reset user password + Enable MFA
SOC-07A4D40B,2026-05-26 01:22:10,admin,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,9,42.2,NORMAL,65.32,Block IP immediately + Reset user password + Enable MFA
SOC-19E9B4B7,2026-05-26 02:49:39,admin,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,10,42.05,NORMAL,65.23,Block IP immediately + Reset user password + Enable MFA
SOC-4A336E68,2026-05-26 00:31:47,admin,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,credential_stuffing,T1110.004,Credential Stuffing,1,42.02,NORMAL,65.21,Block IP + Force password reset for all targeted users
SOC-7DD23FE6,2026-05-26 00:20:14,admin,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,42.02,NORMAL,65.21,Block IP + Force password reset for all targeted users
SOC-72B371FD,2026-05-26 01:08:00,jane.smith,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,9,41.95,NORMAL,65.17,Block IP immediately + Reset user password + Enable MFA
SOC-F861509D,2026-05-26 01:04:50,john.doe,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,7,41.86,NORMAL,65.12,Block IP immediately + Reset user password + Enable MFA
SOC-AB7DBD80,2026-05-26 04:49:55,hr.user,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,10,41.82,NORMAL,65.09,Block IP immediately + Reset user password + Enable MFA
SOC-C1F50421,2026-05-26 02:21:43,admin,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,2,41.8,NORMAL,65.08,Block IP immediately + Reset user password + Enable MFA
SOC-C78970D0,2026-05-26 02:26:43,admin,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,2,41.8,NORMAL,65.08,Block IP immediately + Reset user password + Enable MFA
SOC-2406B9C1,2026-05-26 03:00:56,guest,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,8,41.71,NORMAL,65.03,Block IP immediately + Reset user password + Enable MFA
SOC-0F044F5E,2026-05-26 01:47:29,admin,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,9,41.64,NORMAL,64.98,Block IP immediately + Reset user password + Enable MFA
SOC-B67FB581,2026-05-26 04:16:00,admin,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,41.59,NORMAL,64.95,Block IP + Force password reset for all targeted users
SOC-A97F4A68,2026-05-26 04:55:52,admin,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,1,41.59,NORMAL,64.95,Block IP immediately + Reset user password + Enable MFA
SOC-EBFF917B,2026-05-26 04:07:32,root,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,4,41.55,NORMAL,64.93,Block IP immediately + Reset user password + Enable MFA
SOC-107D5D94,2026-05-26 04:46:11,admin,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,3,41.45,NORMAL,64.87,Block IP immediately + Reset user password + Enable MFA
SOC-65899CE7,2026-05-26 02:40:28,root,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,2,41.38,NORMAL,64.83,Block IP immediately + Reset user password + Enable MFA
SOC-4F371F05,2026-05-26 00:02:18,jane.smith,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,3,41.39,NORMAL,64.83,Block IP immediately + Reset user password + Enable MFA
SOC-B80706E6,2026-05-26 03:01:57,deekshitha,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,6,41.38,NORMAL,64.83,Block IP immediately + Reset user password + Enable MFA
SOC-2C36D2A7,2026-05-26 00:17:11,admin,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,3,41.28,NORMAL,64.77,Block IP immediately + Reset user password + Enable MFA
SOC-6B1282B0,2026-05-26 04:36:37,admin,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,6,41.29,NORMAL,64.77,Block IP immediately + Reset user password + Enable MFA
SOC-A2327C5C,2026-05-26 03:01:09,hr.user,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,9,41.25,NORMAL,64.75,Block IP immediately + Reset user password + Enable MFA
SOC-B7408D38,2026-05-26 00:28:59,dev.ops,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,5,41.18,NORMAL,64.71,Block IP immediately + Reset user password + Enable MFA
SOC-C512CF57,2026-05-26 01:11:57,admin,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,41.14,NORMAL,64.68,Block IP + Force password reset for all targeted users
SOC-88B82C15,2026-05-26 04:29:26,admin,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,5,41.05,NORMAL,64.63,Block IP immediately + Reset user password + Enable MFA
SOC-42F38977,2026-05-26 03:29:15,john.doe,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,9,40.96,NORMAL,64.58,Block IP immediately + Reset user password + Enable MFA
SOC-683363BD,2026-05-26 03:09:18,john.doe,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,9,40.96,NORMAL,64.58,Block IP immediately + Reset user password + Enable MFA
SOC-A4F26189,2026-05-26 02:06:01,dev.ops,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,7,40.97,NORMAL,64.58,Block IP immediately + Reset user password + Enable MFA
SOC-D813297F,2026-05-26 04:04:49,dev.ops,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,8,40.92,NORMAL,64.55,Block IP immediately + Reset user password + Enable MFA
SOC-E92385F7,2026-05-26 04:21:48,dev.ops,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,8,40.92,NORMAL,64.55,Block IP immediately + Reset user password + Enable MFA
SOC-C948CCCB,2026-05-26 02:08:39,root,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,9,40.88,NORMAL,64.53,Block IP immediately + Reset user password + Enable MFA
SOC-D03EA1DF,2026-05-26 04:42:49,jane.smith,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,7,40.88,NORMAL,64.53,Block IP immediately + Reset user password + Enable MFA
SOC-DB3C94A1,2026-05-26 01:13:42,deekshitha,67.118.148.182,KP,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,74.14,ANOMALY,64.48,Verify with user + Flag for manager review
SOC-54020F5F,2026-05-26 00:15:32,root,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,40.79,NORMAL,64.47,Block IP + Force password reset for all targeted users
SOC-3EE8B811,2026-05-26 00:46:02,root,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,40.79,NORMAL,64.47,Block IP + Force password reset for all targeted users
SOC-06074C73,2026-05-26 04:49:09,jane.smith,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,10,40.76,NORMAL,64.46,Block IP immediately + Reset user password + Enable MFA
SOC-56C84E9C,2026-05-26 02:38:53,dev.ops,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,11,40.72,NORMAL,64.43,Block IP immediately + Reset user password + Enable MFA
SOC-87F6A69B,2026-05-26 00:48:32,admin,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,5,40.7,NORMAL,64.42,Block IP immediately + Reset user password + Enable MFA
SOC-349C334E,2026-05-26 00:39:16,admin,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,5,40.7,NORMAL,64.42,Block IP immediately + Reset user password + Enable MFA
SOC-1A39BD85,2026-05-26 00:33:46,guest,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,9,40.65,NORMAL,64.39,Block IP immediately + Reset user password + Enable MFA
SOC-9322277F,2026-05-26 01:54:29,root,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,6,40.61,NORMAL,64.37,Block IP immediately + Reset user password + Enable MFA
SOC-F9C1DA4A,2026-05-26 04:56:05,john.doe,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,4,40.61,NORMAL,64.37,Block IP immediately + Reset user password + Enable MFA
SOC-AEAF38BA,2026-05-26 00:57:57,deekshitha,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,40.47,NORMAL,64.28,Block IP + Force password reset for all targeted users
SOC-C7BA33EB,2026-05-26 00:28:39,deekshitha,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,40.47,NORMAL,64.28,Block IP + Force password reset for all targeted users
SOC-3ED662D9,2026-05-26 00:59:51,deekshitha,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,40.47,NORMAL,64.28,Block IP + Force password reset for all targeted users
SOC-F4D7545F,2026-05-26 00:55:25,deekshitha,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,40.47,NORMAL,64.28,Block IP + Force password reset for all targeted users
SOC-A95D02C9,2026-05-26 00:45:11,deekshitha,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,credential_stuffing,T1110.004,Credential Stuffing,1,40.47,NORMAL,64.28,Block IP + Force password reset for all targeted users
SOC-E9535941,2026-05-26 00:15:20,admin,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,3,40.45,NORMAL,64.27,Block IP immediately + Reset user password + Enable MFA
SOC-3A1C123B,2026-05-26 00:25:40,admin,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,3,40.45,NORMAL,64.27,Block IP immediately + Reset user password + Enable MFA
SOC-E7A38916,2026-05-26 02:01:42,hr.user,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,12,40.44,NORMAL,64.26,Block IP immediately + Reset user password + Enable MFA
SOC-FA17E3B2,2026-05-26 04:30:42,jane.smith,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,6,40.31,NORMAL,64.19,Block IP immediately + Reset user password + Enable MFA
SOC-5A0E0C83,2026-05-26 04:28:54,deekshitha,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,8,40.27,NORMAL,64.16,Block IP immediately + Reset user password + Enable MFA
SOC-F6335F85,2026-05-26 00:39:47,root,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,40.18,NORMAL,64.11,Block IP + Force password reset for all targeted users
SOC-1149AAFB,2026-05-26 00:22:27,root,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,40.18,NORMAL,64.11,Block IP + Force password reset for all targeted users
SOC-36B59A3E,2026-05-26 00:26:49,root,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,40.18,NORMAL,64.11,Block IP + Force password reset for all targeted users
SOC-6DD6B08B,2026-05-26 00:06:55,john.doe,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,9,40.03,NORMAL,64.02,Block IP immediately + Reset user password + Enable MFA
SOC-0DA671D5,2026-05-26 00:04:34,john.doe,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,39.91,NORMAL,63.95,Block IP + Force password reset for all targeted users
SOC-85E5E730,2026-05-26 00:18:24,john.doe,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1,39.91,NORMAL,63.95,Block IP + Force password reset for all targeted users
SOC-9C28E30E,2026-05-26 00:54:01,john.doe,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,39.91,NORMAL,63.95,Block IP + Force password reset for all targeted users
SOC-3A0FC2F8,2026-05-26 04:50:47,root,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,8,39.89,NORMAL,63.93,Block IP immediately + Reset user password + Enable MFA
SOC-D022DA58,2026-05-26 01:37:34,root,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,3,39.7,NORMAL,63.82,Block IP immediately + Reset user password + Enable MFA
SOC-D745D3BF,2026-05-26 04:29:07,root,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,3,39.61,NORMAL,63.77,Block IP immediately + Reset user password + Enable MFA
SOC-0D82AC54,2026-05-26 04:25:25,root,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,3,39.61,NORMAL,63.77,Block IP immediately + Reset user password + Enable MFA
SOC-0A272201,2026-05-26 00:49:46,guest,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,2,39.55,NORMAL,63.73,Block IP immediately + Reset user password + Enable MFA
SOC-85E24818,2026-05-26 00:01:10,hr.user,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,9,39.5,NORMAL,63.7,Block IP immediately + Reset user password + Enable MFA
SOC-4843A5F7,2026-05-26 04:01:09,root,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,6,39.46,NORMAL,63.68,Block IP immediately + Reset user password + Enable MFA
SOC-DD53B91C,2026-05-26 03:37:13,guest,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,11,39.47,NORMAL,63.68,Block IP immediately + Reset user password + Enable MFA
SOC-08FB51D7,2026-05-26 04:40:47,admin,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,2,39.46,NORMAL,63.68,Block IP immediately + Reset user password + Enable MFA
SOC-116E50E5,2026-05-26 03:24:35,root,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,39.44,NORMAL,63.66,Block IP + Force password reset for all targeted users
SOC-758DFCF6,2026-05-26 03:25:37,root,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1,39.44,NORMAL,63.66,Block IP + Force password reset for all targeted users
SOC-E5BE9A67,2026-05-26 03:02:29,root,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,credential_stuffing,T1110.004,Credential Stuffing,1,39.44,NORMAL,63.66,Block IP + Force password reset for all targeted users
SOC-0C638C6E,2026-05-26 03:45:07,root,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1,39.44,NORMAL,63.66,Block IP + Force password reset for all targeted users
SOC-C228190A,2026-05-26 04:05:01,deekshitha,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,7,39.44,NORMAL,63.66,Block IP immediately + Reset user password + Enable MFA
SOC-019719B2,2026-05-26 03:09:00,dev.ops,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,10,39.38,NORMAL,63.63,Block IP immediately + Reset user password + Enable MFA
SOC-329BE864,2026-05-26 04:00:24,admin,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,4,39.39,NORMAL,63.63,Block IP immediately + Reset user password + Enable MFA
SOC-2B16F666,2026-05-26 03:33:14,admin,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,9,39.3,NORMAL,63.58,Block IP immediately + Reset user password + Enable MFA
SOC-59CA5C77,2026-05-26 03:37:21,root,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,7,39.25,NORMAL,63.55,Block IP immediately + Reset user password + Enable MFA
SOC-C5E5A55F,2026-05-26 01:30:05,john.doe,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,11,39.24,NORMAL,63.54,Block IP immediately + Reset user password + Enable MFA
SOC-47483173,2026-05-26 04:12:21,root,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,5,39.19,NORMAL,63.51,Block IP immediately + Reset user password + Enable MFA
SOC-AEA90009,2026-05-26 01:23:14,deekshitha,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,9,39.13,NORMAL,63.48,Block IP immediately + Reset user password + Enable MFA
SOC-17ECEA52,2026-05-26 02:19:11,jane.smith,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,9,38.95,NORMAL,63.37,Block IP immediately + Reset user password + Enable MFA
SOC-9CA544A1,2026-05-26 01:02:46,jane.smith,134.164.115.207,RU,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,72.15,ANOMALY,63.29,Verify with user + Flag for manager review
SOC-E4539033,2026-05-26 01:50:06,admin,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,8,38.8,NORMAL,63.28,Block IP immediately + Reset user password + Enable MFA
SOC-1404AF2C,2026-05-26 02:28:38,hr.user,161.223.188.247,US,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,72.07,ANOMALY,63.24,Verify with user + Flag for manager review
SOC-1C558F8A,2026-05-26 01:34:16,deekshitha,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,10,38.64,NORMAL,63.18,Block IP immediately + Reset user password + Enable MFA
SOC-B76890E7,2026-05-26 03:02:04,admin,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,9,38.55,NORMAL,63.13,Block IP immediately + Reset user password + Enable MFA
SOC-51AAF861,2026-05-26 01:27:02,jane.smith,122.52.4.80,CN,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1,71.72,ANOMALY,63.03,Verify with user + Flag for manager review
SOC-CA41065D,2026-05-26 01:03:31,root,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1,38.36,NORMAL,63.02,Block IP + Force password reset for all targeted users
